OID_,Aspect,MTSFG,ALT,Wind,Tem,Sun,Pre,NDVI,Night,GPP,ET,Disturb,Water,Road,Rail,CLCD,Sand,Clay,Silt,Slope,long,lat,Relief,Erosion,Rock,DEM,Frozen2005
1204,334.744,0.0,0.0,1.46844,19.805,3.68149,2827.52,0.737813,4.0,424.096,141.33,0.0,28574.9,76391.3,259541.0,2.0,45.0,25.0,30.0,36.0536,92.5086,27.0752,51.0,13.0,118.0,987.0,0.0
1205,74.3232,0.0,0.0,1.46723,20.2983,3.67991,2832.42,0.770188,9.8,426.336,148.268,0.0,27697.7,76818.8,259638.0,2.0,45.0,25.0,30.0,26.4371,92.5184,27.0762,37.0,13.0,171.0,844.0,0.0
1206,269.805,0.0,0.0,1.46601,20.1183,3.67832,2837.28,0.758675,9.0,403.616,160.483,0.0,26829.2,77256.89999999998,259739.0,2.0,45.0,25.0,30.0,22.1089,92.5288,27.0775,37.0,13.0,112.0,958.0,0.0
1207,210.843,0.0,0.0,1.46479,19.5533,3.67672,2842.1,0.749268,1.6,408.568,148.604,0.0,25970.1,77705.39999999998,259843.0,2.0,34.0,39.0,27.0,16.9759,92.5386,27.0785,28.0,11.0,124.0,1124.0,0.0
1208,61.297,0.0,0.0,1.46356,19.9383,3.67511,2846.88,0.765383,1.2,435.244,151.306,0.0,25121.5,78164.1,259951.0,2.0,34.0,39.0,27.0,32.6905,92.5488,27.0798,51.0,11.0,129.0,901.0,0.0
1209,154.483,0.0,0.0,1.46234,20.68,3.67349,2851.61,0.764197,1.6,464.768,160.077,0.0,24284.5,78632.89999999998,260062.0,2.0,34.0,39.0,27.0,32.1897,92.5589,27.0808,50.0,11.0,176.0,823.0,0.0
1210,64.7255,0.0,0.0,1.46111,21.2167,3.67186,2856.3,0.788158,1.0,495.472,174.219,0.0,23460.3,79111.5,260176.0,2.0,34.0,39.0,27.0,20.7031,92.569,27.0821,43.0,13.0,174.0,502.0,0.0
1211,183.981,0.0,0.0,1.45988,21.7083,3.67022,2860.93,0.787253,0.2,492.81,183.396,0.0,22650.5,79599.8,260294.0,2.0,34.0,39.0,27.0,27.4003,92.5788,27.083,40.0,13.0,141.0,404.0,0.0
1212,67.3408,0.0,0.0,1.45865,22.1967,3.66857,2865.52,0.7173,2.2,462.537,165.792,0.116175,21856.8,80097.6,260416.0,8.0,34.0,39.0,27.0,7.18778,92.5893,27.0843,11.0,13.0,181.0,171.0,0.0
1213,8.97641,0.0,0.0,1.45741,21.8333,3.6669,2870.06,0.769237,2.2,464.817,150.293,0.0,21080.9,80604.69999999998,260541.0,2.0,57.0,25.0,18.0,37.9312,92.5991,27.0853,64.0,13.0,110.0,543.0,0.0
1214,352.31,0.0,0.0,1.45618,21.72,3.66523,2874.54,0.790403,0.0,437.365,139.262,0.0,20325.1,81121.1,260670.0,2.0,57.0,25.0,18.0,27.1929,92.6092,27.0863,44.0,11.0,145.0,519.0,0.0
1215,295.836,0.0,0.0,1.45494,21.0217,3.66354,2878.96,0.766147,2.2,377.354,116.339,0.0,19591.8,81646.3,260802.0,2.0,57.0,25.0,18.0,36.3885,92.6193,27.0876,59.0,11.0,113.0,815.0,0.0
1216,336.887,0.0,0.0,1.45369,19.4083,3.66184,2883.32,0.738818,5.6,338.447,105.308,0.0,18883.8,82180.39999999998,260937.0,2.0,34.0,39.0,27.0,26.5354,92.6291,27.0886,42.0,11.0,157.0,1079.0,0.0
1217,354.59,0.0,0.0,1.4661,19.025,3.66013,2887.62,0.702997,10.0,327.131,102.986,0.0,18204.4,82723.19999999998,261076.0,2.0,45.0,25.0,30.0,21.0851,92.6392,27.0899,26.0,11.0,129.0,1080.0,0.0
1218,133.592,0.0,0.0,1.51739,17.38,3.73705,2615.36,0.685748,2.6,419.863,150.452,0.0,66756.7,66208.5,256803.0,2.0,45.0,25.0,30.0,45.7336,92.1051,27.0383,87.0,11.0,144.0,1644.0,0.0
1219,102.016,0.0,0.0,1.51622,18.5517,3.73576,2620.71,0.634447,5.4,377.102,144.952,0.0,65781.4,66295.3,256808.0,2.0,45.0,25.0,30.0,38.7347,92.1152,27.0393,64.0,11.0,155.0,1497.0,0.0
1220,252.546,0.0,0.0,1.51505,19.4183,3.73447,2626.06,0.757383,2.2,470.98,158.734,0.023235,64806.9,66397.0,256817.0,2.0,34.0,39.0,27.0,40.0912,92.1251,27.0406,58.0,11.0,180.0,1250.0,0.0
1221,11.3155,0.0,0.0,1.51388,19.8767,3.73317,2631.42,0.706492,3.6,500.1,169.98,0.116175,63833.2,66513.6,256829.0,2.0,34.0,39.0,27.0,24.991,92.1352,27.0419,35.0,11.0,147.0,1018.0,0.0
1222,14.514,0.0,0.0,1.51271,20.645,3.73187,2636.78,0.791283,3.2,541.51,163.345,0.0,62860.3,66645.0,256845.0,2.0,34.0,39.0,27.0,31.3178,92.1453,27.0429,47.0,11.0,123.0,833.0,0.0
1223,242.34,0.0,0.0,1.51154,20.13,3.73057,2642.15,0.786937,1.4,455.832,177.947,0.0,61888.2,66791.2,256865.0,2.0,45.0,25.0,30.0,30.2545,92.1551,27.0442,46.0,11.0,136.0,1117.0,0.0
1224,207.932,0.0,0.0,1.51037,19.4183,3.72926,2647.52,0.771547,2.0,498.365,166.02,0.0,60917.1,66951.9,256888.0,2.0,45.0,25.0,30.0,26.8955,92.1656,27.0451,42.0,11.0,128.0,1165.0,0.0
1225,292.174,0.0,0.0,1.5092,18.0,3.72795,2652.9,0.745497,0.6,371.028,153.245,0.0,59946.8,67127.2,256915.0,2.0,45.0,25.0,30.0,16.9433,92.1754,27.0465,23.0,11.0,178.0,1551.0,0.0
1226,205.88,0.0,0.0,1.50803,17.2517,3.72663,2658.29,0.73173,0.8,376.578,152.488,0.247314,58977.6,67316.9,256945.0,2.0,45.0,25.0,30.0,29.9038,92.1855,27.0474,49.0,11.0,196.0,1615.0,0.0
1227,145.211,0.0,0.0,1.50686,17.1583,3.7253,2663.68,0.719708,3.2,435.149,162.262,0.0,58009.3,67520.8,256979.0,2.0,45.0,25.0,30.0,37.0252,92.19560000000001,27.0487,61.0,11.0,146.0,1819.0,0.0
1228,178.8,0.0,0.0,1.50569,17.755,3.72397,2669.06,0.75229,0.4,458.985,158.951,0.0,57042.2,67738.9,257017.0,2.0,45.0,25.0,30.0,22.5766,92.2057,27.0497,32.0,11.0,193.0,1514.0,0.0
1229,150.785,0.0,0.0,1.50452,17.38,3.72264,2674.46,0.733008,5.2,371.75,150.259,0.0,56076.2,67971.0,257059.0,2.0,45.0,25.0,30.0,49.0996,92.2155,27.051,90.0,11.0,141.0,1736.0,0.0
1230,300.249,0.0,0.0,1.50334,16.8433,3.7213,2679.85,0.737765,2.6,325.329,114.182,0.0,55111.4,68217.0,257103.0,2.0,40.0,27.0,33.0,38.4561,92.2257,27.052,68.0,11.0,172.0,1870.0,0.0
1231,248.583,0.0,0.0,1.50217,16.1317,3.71995,2685.24,0.701198,2.0,283.185,110.591,0.0,54147.8,68451.6,257152.0,2.0,40.0,27.0,33.0,20.3189,92.2358,27.0533,29.0,11.0,186.0,2098.0,0.0
1232,288.042,0.0,0.0,1.501,14.7267,3.7186,2690.63,0.677035,1.2,247.698,111.598,0.0,53185.6,68535.6,257204.0,2.0,40.0,27.0,33.0,27.9972,92.2456,27.0543,45.0,11.0,169.0,2289.0,0.0
1233,50.7321,0.0,0.0,1.49982,13.7917,3.71725,2696.03,0.666028,0.8,246.489,107.054,0.0,52224.7,68634.0,257260.0,2.0,40.0,27.0,33.0,26.9266,92.2561,27.0556,44.0,11.0,178.0,2487.0,0.0
1234,241.765,0.0,0.0,1.49865,13.6133,3.71588,2701.41,0.641348,1.2,249.711,104.542,0.0,51265.4,68746.8,257308.0,2.0,40.0,27.0,33.0,30.8575,92.2659,27.0566,45.0,11.0,175.0,2439.0,0.0
1235,21.217,0.0,0.0,1.49747,13.4383,3.71451,2706.8,0.59321,0.0,223.517,108.696,0.0,50307.6,68874.0,257321.0,2.0,40.0,27.0,33.0,17.9678,92.276,27.0579,33.0,11.0,176.0,2698.0,0.0
1236,133.766,0.0,0.0,1.49629,14.62,3.71314,2712.18,0.585922,6.8,223.146,106.478,0.0,49351.4,69015.4,257338.0,2.0,40.0,27.0,33.0,44.2647,92.2861,27.0592,83.0,11.0,144.0,2523.0,0.0
1237,243.07,0.0,0.0,1.49512,15.8,3.71176,2717.56,0.601733,0.8,226.466,105.574,0.0,48397.0,69171.0,257359.0,2.0,45.0,25.0,30.0,33.7728,92.2959,27.0602,53.0,12.0,143.0,2030.0,0.0
1238,4.51407,0.0,0.0,1.49394,14.6183,3.71037,2722.93,0.588052,5.0,211.605,108.777,0.0,47444.5,69340.6,257383.0,2.0,45.0,25.0,30.0,6.18722,92.306,27.0612,12.0,12.0,136.0,2470.0,0.0
1239,2.73714,0.0,0.0,1.49276,15.2833,3.70898,2728.3,0.594897,2.4,215.494,106.748,0.0,46493.9,69524.3,257411.0,2.0,40.0,27.0,33.0,33.7963,92.3162,27.0625,45.0,12.0,138.0,2162.0,0.0
1240,355.908,0.0,0.0,1.49157,15.9267,3.70757,2733.65,0.604177,1.2,219.98,104.241,0.0,45545.4,69721.8,257442.0,2.0,40.0,27.0,33.0,38.8435,92.3263,27.0638,59.0,12.0,164.0,2115.0,0.0
1241,43.9106,0.0,0.0,1.49039,17.5683,3.70826,2739.0,0.676293,1.0,292.585,123.642,0.0,44599.1,69933.0,257477.0,2.0,45.0,25.0,30.0,27.3803,92.3361,27.0647,42.0,12.0,118.0,1761.0,0.0
1242,202.684,0.0,0.0,1.48921,18.35,3.70683,2744.34,0.675955,2.8,369.142,138.008,0.0,43655.1,70157.9,257515.0,2.0,45.0,25.0,30.0,30.4267,92.3465,27.0661,50.0,12.0,148.0,1496.0,0.0
1243,108.245,0.0,0.0,1.48802,18.1267,3.70539,2749.66,0.668532,3.6,364.498,138.406,0.0,42713.7,70396.2,257556.0,2.0,45.0,25.0,30.0,34.8921,92.3563,27.067,58.0,12.0,134.0,1670.0,0.0
1244,64.1992,0.0,0.0,1.48683,19.01,3.70395,2754.98,0.690625,4.4,404.65,137.529,0.0,41775.0,70647.9,257601.0,2.0,34.0,39.0,27.0,30.2366,92.3665,27.068,47.0,12.0,124.0,1269.0,0.0
1245,227.489,0.0,0.0,1.48564,18.2367,3.7025,2760.28,0.656393,2.8,265.204,115.93,0.0,40839.1,70912.8,257650.0,2.0,34.0,39.0,27.0,30.2048,92.3766,27.0693,49.0,12.0,133.0,1598.0,0.0
1246,287.533,0.0,0.0,1.48445,15.7267,3.70104,2765.56,0.615995,2.6,223.645,106.122,0.0,39906.3,71190.8,257702.0,2.0,45.0,25.0,30.0,43.6736,92.3867,27.0703,77.0,12.0,135.0,2006.0,0.0
1247,328.868,0.0,0.0,1.48326,15.23,3.69957,2770.83,0.593587,5.4,217.257,108.239,0.0,38976.8,71481.6,257758.0,2.0,45.0,25.0,30.0,35.29,92.3965,27.0716,51.0,11.0,194.0,2021.0,0.0
1248,219.344,0.0,0.0,1.48206,15.4417,3.69809,2776.08,0.602333,2.0,220.208,121.475,0.0,38050.9,71785.3,257817.0,2.0,45.0,25.0,30.0,6.51103,92.4066,27.0726,16.0,11.0,184.0,2158.0,0.0
1249,174.875,0.0,0.0,1.48087,16.48,3.69661,2781.32,0.621307,3.6,223.759,104.423,0.0,37128.7,72101.5,257879.0,2.0,40.0,27.0,33.0,31.5898,92.4168,27.0739,51.0,11.0,133.0,1655.0,0.0
1250,237.579,0.0,0.0,1.47967,16.33,3.69512,2786.53,0.599895,4.0,237.549,117.648,0.0,36210.6,72430.1,257945.0,2.0,40.0,27.0,33.0,36.9086,92.4266,27.0749,59.0,11.0,148.0,1908.0,0.0
1251,166.833,0.0,0.0,1.47847,15.5817,3.69362,2791.72,0.65978,3.0,257.915,111.75,0.0,35296.9,72771.0,258015.0,2.0,40.0,27.0,33.0,14.7828,92.437,27.0762,22.0,11.0,128.0,1915.0,0.0
1252,251.742,0.0,0.0,1.47727,15.35,3.69212,2796.89,0.640317,3.0,241.335,116.22,0.0,34388.0,73124.0,258088.0,2.0,45.0,25.0,30.0,41.4658,92.4468,27.0772,61.0,11.0,134.0,1972.0,0.0
1253,60.4236,0.0,0.0,1.47606,15.495,3.6906,2802.03,0.630478,1.0,255.615,127.634,0.0,33484.3,73488.89999999998,258164.0,2.0,45.0,25.0,30.0,33.5517,92.457,27.0785,54.0,11.0,157.0,1905.0,0.0
1254,100.577,0.0,0.0,1.47486,16.8067,3.68907,2807.14,0.672068,0.8,255.71,129.334,0.0,32586.1,73865.6,258244.0,2.0,45.0,25.0,30.0,49.3733,92.4671,27.0794,96.0,11.0,148.0,1517.0,0.0
1255,228.061,0.0,0.0,1.47365,17.5883,3.68754,2812.23,0.68063,0.2,338.211,138.137,0.0,31694.0,74253.8,258328.0,2.0,45.0,25.0,30.0,27.0769,92.4772,27.0808,38.0,13.0,149.0,1629.0,0.0
1256,94.4521,0.0,0.0,1.47244,18.5983,3.686,2817.28,0.69735,0.6,360.998,130.898,0.0,30808.5,74653.39999999998,258415.0,2.0,45.0,25.0,30.0,39.4626,92.487,27.0817,59.0,13.0,120.0,1397.0,0.0
1257,182.805,0.0,0.0,1.47123,19.825,3.68445,2822.31,0.713953,2.8,384.599,150.105,0.0,29930.1,75064.1,258505.0,2.0,45.0,25.0,30.0,35.1265,92.4975,27.083,51.0,13.0,145.0,1377.0,0.0
1258,148.016,0.0,0.0,1.47001,19.775,3.68288,2827.3,0.732067,3.8,384.153,153.441,0.0,29059.6,75485.89999999998,258599.0,2.0,45.0,25.0,30.0,33.8312,92.5073,27.084,54.0,13.0,129.0,1117.0,0.0
1259,105.721,0.0,0.0,1.4688,19.87,3.68125,2832.25,0.72216,9.8,383.089,146.852,0.0,28197.8,75918.5,258696.0,2.0,45.0,25.0,30.0,36.62,92.51710000000001,27.085,62.0,13.0,120.0,1110.0,0.0
1260,158.436,0.0,0.0,1.46758,18.5,3.67967,2837.17,0.714697,3.8,345.767,131.776,0.0,27345.3,76361.8,258797.0,2.0,45.0,25.0,30.0,40.0791,92.5275,27.0863,62.0,13.0,114.0,1426.0,0.0
1261,85.0436,0.0,0.0,1.46636,18.2933,3.67808,2842.05,0.719527,2.2,373.489,135.53,0.0,26503.2,76815.5,258902.0,2.0,45.0,25.0,30.0,28.9335,92.5373,27.0873,36.0,13.0,178.0,1452.0,0.0
1262,69.055,0.0,0.0,1.46513,19.3733,3.67648,2846.88,0.75398,1.2,401.388,145.382,0.0,25672.5,77279.5,259010.0,2.0,45.0,25.0,30.0,25.2728,92.5474,27.0886,41.0,11.0,136.0,1170.0,0.0
1263,94.4208,0.0,0.0,1.46391,20.14,3.67487,2851.68,0.754383,2.0,435.133,157.649,0.0,24854.4,77753.6,259121.0,2.0,34.0,39.0,27.0,52.953,92.5576,27.0896,88.0,13.0,123.0,937.0,0.0
1264,109.22,0.0,0.0,1.46268,20.6867,3.67325,2856.42,0.760528,3.8,461.104,169.21,0.0,24050.2,78237.6,259236.0,2.0,34.0,39.0,27.0,34.129,92.5677,27.0909,60.0,13.0,151.0,846.0,0.0
1265,194.044,0.0,0.0,1.46145,21.8267,3.67162,2861.12,0.783337,1.6,483.026,182.036,0.0,23261.4,78731.3,259354.0,2.0,34.0,39.0,27.0,34.5855,92.5775,27.0919,55.0,13.0,162.0,567.0,0.0
1266,71.7674,0.0,0.0,1.46022,22.1717,3.66998,2865.77,0.711542,1.4,483.392,175.634,0.160089,22489.7,79234.6,259476.0,2.0,34.0,39.0,27.0,16.319,92.588,27.0932,27.0,13.0,181.0,378.0,0.0
1267,111.689,0.0,0.0,1.45898,22.36,3.66832,2870.36,0.705013,1.4,490.189,168.461,0.116175,21737.1,79747.3,259602.0,1.0,57.0,25.0,18.0,25.8815,92.5978,27.0942,41.0,13.0,189.0,231.0,0.0
1268,297.016,0.0,0.0,1.45774,21.825,3.66666,2874.9,0.797057,0.0,491.629,158.351,0.0,21005.6,80269.1,259730.0,2.0,57.0,25.0,18.0,22.1402,92.6079,27.0951,34.0,11.0,113.0,515.0,0.0
1269,308.631,0.0,0.0,1.4565,21.235,3.66498,2879.38,0.788372,2.6,427.056,124.958,0.0,20297.8,80799.89999999998,259863.0,2.0,57.0,25.0,18.0,26.1207,92.618,27.0964,43.0,11.0,157.0,644.0,0.0
1270,4.77569,0.0,0.0,1.45526,20.6417,3.66329,2883.8,0.790772,1.6,401.741,112.664,0.0,19616.2,81339.6,259998.0,2.0,34.0,39.0,27.0,20.6494,92.6281,27.0974,24.0,11.0,167.0,675.0,0.0
1271,250.972,0.0,0.0,1.46765,19.9233,3.66159,2888.16,0.746435,8.8,361.322,110.517,0.0,18964.0,81887.89999999998,260138.0,2.0,34.0,39.0,27.0,33.2273,92.6379,27.0987,46.0,11.0,152.0,813.0,0.0
1272,4.22771,0.0,0.0,1.51893,14.2917,3.73805,2613.35,0.697433,4.4,306.034,128.09,0.0,66898.8,65211.7,255842.0,2.0,40.0,27.0,33.0,16.8186,92.1038,27.0474,22.0,11.0,187.0,2292.0,0.0
1273,106.791,0.0,0.0,1.51776,16.6817,3.73677,2618.72,0.7331,5.8,342.885,148.584,0.0,66008.9,65299.8,255847.0,2.0,45.0,25.0,30.0,36.2242,92.1139,27.0484,59.0,11.0,141.0,1985.0,0.0
1274,149.425,0.0,0.0,1.5166,18.1333,3.73548,2624.1,0.741747,2.4,463.11,155.964,0.0,65037.7,65403.1,255856.0,2.0,45.0,25.0,30.0,10.3254,92.12370000000001,27.0497,19.0,11.0,161.0,1666.0,0.0
1275,2.63816,0.0,0.0,1.51543,19.3383,3.7342,2629.49,0.777282,2.6,525.166,155.42,0.0,64067.5,65521.5,255868.0,2.0,34.0,39.0,27.0,22.4945,92.1339,27.0507,28.0,11.0,183.0,1203.0,0.0
1276,243.65,0.0,0.0,1.51426,20.245,3.7329,2634.89,0.786903,1.6,432.032,166.018,0.0,63098.2,65654.9,255884.0,2.0,34.0,39.0,27.0,51.9951,92.144,27.052,101.0,11.0,146.0,911.0,0.0
1277,273.931,0.0,0.0,1.51309,18.9033,3.73161,2640.29,0.754492,1.0,397.996,153.156,0.0,62129.9,65803.2,255904.0,2.0,45.0,25.0,30.0,11.154,92.1538,27.053,19.0,11.0,146.0,1378.0,0.0
1278,199.272,0.0,0.0,1.51192,18.17,3.7303,2645.7,0.759458,1.4,476.387,158.512,0.0,61162.5,65966.4,255927.0,2.0,45.0,25.0,30.0,42.4022,92.1643,27.0543,73.0,11.0,189.0,1390.0,0.0
1279,209.075,0.0,0.0,1.51076,16.94,3.729,2651.12,0.703882,0.0,357.062,142.506,0.116175,60196.2,66144.3,255954.0,2.0,45.0,25.0,30.0,28.7791,92.1741,27.0556,45.0,11.0,197.0,1660.0,0.0
1280,159.533,0.0,0.0,1.50959,15.9117,3.72768,2656.53,0.723078,1.4,313.391,135.157,0.0,59231.0,66336.7,255984.0,2.0,40.0,27.0,33.0,51.0683,92.1842,27.0566,90.0,11.0,149.0,2109.0,0.0
1281,42.8096,0.0,0.0,1.50842,15.875,3.72637,2661.96,0.717762,1.2,319.629,146.524,0.0464701,58267.0,66543.7,256018.0,2.0,45.0,25.0,30.0,33.2277,92.1943,27.0579,54.0,11.0,183.0,1947.0,0.0
1282,263.694,0.0,0.0,1.50725,17.01,3.72505,2667.38,0.704008,0.8,334.102,149.198,0.0,57304.2,66765.0,256056.0,2.0,45.0,25.0,30.0,28.6749,92.2041,27.0589,40.0,11.0,199.0,1743.0,0.0
1283,173.734,0.0,0.0,1.50608,16.3683,3.72372,2672.81,0.647508,3.2,301.16,148.166,0.0,56342.6,67000.5,256097.0,2.0,45.0,25.0,30.0,17.1045,92.2142,27.0602,47.0,11.0,193.0,2096.0,0.0
1284,168.573,0.0,0.0,1.50491,15.99,3.72239,2678.24,0.714047,0.2,312.198,139.42,0.0,55382.4,67250.0,256142.0,2.0,45.0,25.0,30.0,12.928,92.2244,27.0612,20.0,11.0,144.0,1862.0,0.0
1285,185.957,0.0,0.0,1.50374,16.0217,3.72105,2683.67,0.602378,2.0,320.494,147.955,0.0960535,54423.7,67454.6,256191.0,3.0,40.0,27.0,33.0,25.7447,92.2345,27.0625,35.0,11.0,141.0,2003.0,0.0
1286,291.301,0.0,0.0,1.50256,14.965,3.7197,2689.1,0.717895,1.2,309.059,117.278,0.0,53466.4,67539.8,256243.0,2.0,40.0,27.0,33.0,24.3602,92.2443,27.0634,36.0,11.0,187.0,2199.0,0.0
1287,131.482,0.0,0.0,1.50139,14.1367,3.71836,2694.53,0.692412,0.6,297.585,116.362,0.0,52510.6,67639.7,256299.0,2.0,40.0,27.0,33.0,10.9049,92.2547,27.0647,18.0,11.0,180.0,2487.0,0.0
1288,261.96,0.0,0.0,1.50022,13.8,3.717,2699.96,0.708433,0.8,291.342,108.712,0.0,51556.6,67754.1,256359.0,2.0,40.0,27.0,33.0,27.9346,92.2645,27.0657,37.0,11.0,182.0,2474.0,0.0
1289,56.9862,0.0,0.0,1.49904,13.1283,3.71564,2705.39,0.687347,2.0,266.082,106.935,0.0,50604.3,67883.2,256378.0,2.0,40.0,27.0,33.0,35.889,92.2747,27.067,57.0,11.0,161.0,2487.0,0.0
1290,195.533,0.0,0.0,1.49787,12.795,3.71427,2710.81,0.656735,2.4,236.84,107.335,0.0,49653.8,68026.6,256395.0,2.0,40.0,27.0,33.0,27.8143,92.2848,27.068,44.0,11.0,168.0,2686.0,0.0
1291,144.728,0.0,0.0,1.49669,13.0667,3.7129,2716.23,0.597347,2.2,205.556,113.175,0.0,48705.3,68184.5,256416.0,2.0,40.0,27.0,33.0,37.39,92.2946,27.0693,63.0,11.0,130.0,2541.0,0.0
1292,134.28,0.0,0.0,1.49551,13.3383,3.71152,2721.65,0.581617,0.4,203.452,108.38,0.0,47758.9,68356.6,256440.0,2.0,40.0,27.0,33.0,39.5405,92.3047,27.0703,71.0,12.0,134.0,2698.0,0.0
1293,68.3049,0.0,0.0,1.49433,14.7333,3.71013,2727.05,0.599977,1.4,229.645,115.643,0.0,46814.6,68542.9,256468.0,2.0,40.0,27.0,33.0,33.2592,92.3148,27.0716,48.0,12.0,141.0,2357.0,0.0
1294,135.22,0.0,0.0,1.49315,16.345,3.70874,2732.46,0.634127,1.0,275.833,123.377,0.0,45872.8,68743.2,256499.0,2.0,45.0,25.0,30.0,36.9525,92.325,27.0726,62.0,12.0,139.0,1841.0,0.0
1295,50.1899,0.0,0.0,1.49197,17.3367,3.70943,2737.85,0.635378,4.0,269.546,125.789,0.0,44933.3,68957.4,256533.0,2.0,45.0,25.0,30.0,27.9635,92.3348,27.0739,45.0,12.0,136.0,1829.0,0.0
1296,242.154,0.0,0.0,1.49078,17.535,3.70801,2743.23,0.64287,7.2,257.464,126.393,0.0,43996.6,69185.4,256572.0,2.0,40.0,27.0,33.0,20.9894,92.3452,27.0749,30.0,12.0,175.0,1711.0,0.0
1297,33.1826,0.0,0.0,1.4896,16.9117,3.70658,2748.61,0.647173,3.6,253.678,119.171,0.0,43062.6,69427.1,256613.0,2.0,40.0,27.0,33.0,45.4028,92.355,27.0762,86.0,11.0,188.0,1936.0,0.0
1298,165.669,0.0,0.0,1.48841,17.935,3.70514,2753.97,0.685473,7.0,378.846,128.776,0.0,42131.6,69682.3,256658.0,2.0,45.0,25.0,30.0,28.1312,92.3652,27.0772,44.0,12.0,130.0,1492.0,0.0
1299,117.021,0.0,0.0,1.48722,18.1483,3.7037,2759.31,0.681823,1.6,381.792,121.964,0.0,41203.9,69950.9,256707.0,2.0,45.0,25.0,30.0,27.2201,92.3753,27.0785,43.0,12.0,132.0,1297.0,0.0
1300,213.021,0.0,0.0,1.48603,17.6967,3.70225,2764.65,0.668265,2.4,240.031,111.972,0.0,40279.5,70232.6,256759.0,2.0,40.0,27.0,33.0,29.4489,92.3854,27.0794,47.0,12.0,169.0,1585.0,0.0
1301,198.928,0.0,0.0,1.48484,15.9467,3.70079,2769.97,0.625143,3.4,219.253,113.666,0.0,39358.9,70527.5,256815.0,2.0,40.0,27.0,33.0,41.2911,92.3952,27.0808,69.0,12.0,142.0,1968.0,0.0
1302,293.377,0.0,0.0,1.48365,14.73,3.69933,2775.27,0.565087,3.2,202.852,109.212,0.0,38442.1,70835.2,256874.0,2.0,40.0,27.0,33.0,30.5451,92.4053,27.0817,49.0,11.0,106.0,2345.0,0.0
1303,210.505,0.0,0.0,1.48245,15.3317,3.69785,2780.55,0.58092,2.2,201.759,113.967,0.0,37529.6,71155.6,256936.0,2.0,40.0,27.0,33.0,42.3815,92.4155,27.083,79.0,11.0,116.0,2212.0,0.0
1304,87.48699999999998,0.0,0.0,1.48125,15.51,3.69637,2785.82,0.582902,1.8,226.908,115.313,0.0,36621.5,71488.6,257003.0,2.0,40.0,27.0,33.0,24.9598,92.4253,27.084,35.0,11.0,127.0,2132.0,0.0
1305,130.138,0.0,0.0,1.48005,15.2117,3.69488,2791.06,0.632147,4.6,255.656,113.947,0.0,35718.4,71834.0,257072.0,2.0,45.0,25.0,30.0,54.7959,92.4357,27.0853,113.0,11.0,186.0,2033.0,0.0
1306,298.4,0.0,0.0,1.47885,15.835,3.69338,2796.28,0.63121,5.0,240.089,108.356,0.0,34820.6,72191.6,257145.0,2.0,40.0,27.0,33.0,43.1351,92.4455,27.0863,86.0,11.0,177.0,1956.0,0.0
1307,154.936,0.0,0.0,1.47765,14.9033,3.69188,2801.48,0.60148,1.8,220.193,113.28,0.0,33928.4,72561.19999999998,257222.0,2.0,40.0,27.0,33.0,29.8923,92.4557,27.0873,56.0,11.0,136.0,2338.0,0.0
1308,140.946,0.0,0.0,1.47644,15.7767,3.69036,2806.64,0.627593,0.0,224.583,127.111,0.0,33042.3,72942.6,257302.0,2.0,45.0,25.0,30.0,34.5972,92.4658,27.0886,62.0,11.0,138.0,1808.0,0.0
1309,50.0525,0.0,0.0,1.47523,16.4867,3.68884,2811.79,0.63051,0.0,227.891,123.98,0.0,32162.9,73335.69999999998,257386.0,2.0,45.0,25.0,30.0,47.658,92.4759,27.0896,95.0,13.0,140.0,1698.0,0.0
1310,228.117,0.0,0.0,1.47402,17.3367,3.6873,2816.9,0.643832,3.2,303.436,123.282,0.0,31290.8,73740.19999999998,257473.0,2.0,45.0,25.0,30.0,39.5837,92.4857,27.0909,73.0,13.0,131.0,1721.0,0.0
1311,246.223,0.0,0.0,1.47281,18.0833,3.68576,2821.98,0.666397,2.6,311.545,127.013,0.0,30426.5,74156.1,257564.0,2.0,45.0,25.0,30.0,49.7637,92.4962,27.0919,84.0,13.0,125.0,1611.0,0.0
1312,233.922,0.0,0.0,1.4716,17.975,3.68421,2827.03,0.656103,2.8,318.076,132.14,0.0,29570.8,74583.0,257658.0,2.0,45.0,25.0,30.0,50.6178,92.506,27.0932,92.0,13.0,113.0,1727.0,0.0
1313,45.6003,0.0,0.0,1.47038,17.5683,3.68265,2832.04,0.662402,8.0,341.64,127.346,0.0,28724.4,75020.8,257755.0,2.0,45.0,25.0,30.0,39.792,92.5161,27.0942,64.0,13.0,118.0,1524.0,0.0
1314,84.9123,0.0,0.0,1.46916,18.7433,3.68102,2837.01,0.700142,0.4,360.93,131.588,0.0,27888.3,75469.39999999998,257856.0,2.0,45.0,25.0,30.0,41.4859,92.5262,27.0955,73.0,13.0,107.0,1379.0,0.0
1315,83.5194,0.0,0.0,1.46794,19.1217,3.67944,2841.95,0.71227,0.8,361.765,119.717,0.0,27063.4,75928.39999999998,257961.0,2.0,45.0,25.0,30.0,39.0771,92.536,27.0964,60.0,13.0,109.0,1189.0,0.0
