OID_,Aspect,MTSFG,ALT,Wind,Tem,Sun,Pre,NDVI,Night,GPP,ET,Disturb,Water,Road,Rail,CLCD,Sand,Clay,Silt,Slope,long,lat,Relief,Erosion,Rock,DEM,Frozen2005
287,105.596,1.50751,0.0,2.33286,-2.71833,3.95539,999.926,0.1295,3.0,24.1606,127.28,0.119288,2610.08,8922.16,93407.7,4.0,47.0,21.0,32.0,3.12686,90.2208,28.4348,5.0,31.0,200.0,5153.0,1.50751
288,220.406,1.5444,0.0,2.3314,-2.91333,3.95393,1001.21,0.177718,0.8,26.5194,127.583,0.0,1677.05,8748.95,93048.4,4.0,47.0,21.0,32.0,2.93508,90.23070000000001,28.4361,4.0,31.0,200.0,5170.0,1.5444
289,245.811,1.5444,0.0,2.32994,-3.11,3.95247,1002.49,0.226487,0.8,26.598,136.252,0.0,901.388,8579.78,92698.4,4.0,47.0,21.0,32.0,3.59551,90.2411,28.4374,5.0,31.0,200.0,5233.0,1.5444
290,16.5819,0.0,0.0,2.32847,-3.11167,3.951,1003.75,0.174112,0.8,18.2361,123.471,0.1925,250.0,8415.61,92358.0,4.0,47.0,21.0,32.0,1.42313,90.2512,28.4388,2.0,31.0,200.0,5187.0,0.0
291,308.788,1.5327,0.0,2.32701,-3.17667,3.94954,1005.02,0.0782167,2.4,11.8336,108.643,0.251269,50.0,8057.7,92027.2,5.0,0.0,0.0,0.0,0.430446,90.2614,28.4401,1.0,31.0,200.0,5187.0,1.5327
292,50.3343,0.0,0.0,2.35457,-7.81833,3.97242,977.662,0.0623717,1.4,7.65765,112.345,0.230392,7250.0,19955.6,97515.7,7.0,80.0,8.0,12.0,5.58274,90.097,28.428,8.0,33.0,169.0,5706.0,0.0
293,86.06829999999998,0.0,1.91344,2.35314,-7.42167,3.97098,979.095,0.0851717,3.6,8.74195,117.191,0.1925,6250.0,18991.2,97053.1,4.0,80.0,8.0,12.0,3.75415,90.1072,28.4293,5.0,33.0,158.0,5632.0,1.91344
294,240.699,0.0,1.24473,2.35171,-6.98167,3.96953,980.519,0.092345,5.4,9.3267,124.406,0.160089,5250.0,18034.2,96598.7,7.0,80.0,8.0,12.0,20.1174,90.1173,28.4306,28.0,33.0,167.0,5532.0,1.24473
295,152.31,1.52431,1.30597,2.35028,-6.55833,3.96809,981.9330000000001,0.110687,3.2,8.25607,121.185,0.247696,4250.0,17087.3,96150.9,4.0,80.0,8.0,12.0,13.9561,90.1274,28.4319,20.0,33.0,179.0,5532.0,1.52431
296,140.105,0.0,1.37826,2.34884,-5.89833,3.96664,983.338,0.0689533,2.8,10.5005,118.649,0.222814,3250.0,16154.4,95707.9,4.0,80.0,8.0,12.0,16.4005,90.1375,28.4332,24.0,22.0,158.0,5569.0,1.37826
297,39.165,0.0,1.37826,2.3474,-5.10667,3.96519,984.733,0.140468,6.4,12.057,127.574,0.0,2250.0,15241.3,95273.3,4.0,47.0,21.0,32.0,8.53579,90.148,28.4345,13.0,22.0,182.0,5480.0,1.37826
298,15.6917,1.52309,1.38561,2.34596,-4.39167,3.96374,986.119,0.16856,4.4,19.8922,121.86,0.0,1250.0,14357.3,94847.2,4.0,47.0,21.0,32.0,8.39511,90.1581,28.4358,12.0,22.0,200.0,5362.0,1.52309
299,81.38129999999998,1.47065,0.0,2.34452,-3.93,3.96229,987.494,0.129965,7.6,15.3484,115.137,0.160089,250.0,13433.9,94429.9,4.0,47.0,21.0,32.0,3.50098,90.1683,28.4371,5.0,22.0,200.0,5286.0,1.47065
300,281.068,1.39083,0.0,2.34308,-3.715,3.96084,990.857,0.136493,2.4,19.5697,118.998,0.1925,250.0,12536.5,94021.3,4.0,47.0,21.0,32.0,5.67156,90.1784,28.4388,8.0,22.0,200.0,5290.0,1.39083
301,128.687,1.38428,0.0,2.34163,-3.25667,3.95938,992.1590000000001,0.186833,3.2,25.4779,122.0,0.0,1030.78,11632.1,93621.6,4.0,47.0,21.0,32.0,6.94448,90.1885,28.4401,9.0,22.0,200.0,5235.0,1.38428
302,108.082,1.44142,0.0,2.34018,-3.065,3.95793,993.4520000000001,0.254055,5.2,36.5263,121.823,0.0,2015.56,10643.1,93230.9,4.0,47.0,21.0,32.0,2.14489,90.19860000000001,28.4414,3.0,31.0,200.0,5186.0,1.44142
303,49.7555,1.51976,0.0,2.33874,-2.85,3.95647,994.737,0.287172,2.6,39.725,119.978,0.0,3010.4,9655.48,92849.3,4.0,47.0,21.0,32.0,1.84121,90.2091,28.4427,3.0,31.0,200.0,5158.0,1.51976
304,32.4547,1.50751,0.0,2.33728,-2.605,3.95501,996.012,0.216372,1.4,25.814,124.654,0.0,2500.0,8869.55,92477.0,4.0,47.0,21.0,32.0,0.432006,90.2192,28.444,1.0,31.0,200.0,5135.0,1.50751
305,325.574,1.57392,0.0,2.33583,-2.81833,3.95355,997.2790000000001,0.22918,4.0,29.7308,130.505,0.0,1500.0,8597.969999999998,92114.1,4.0,47.0,21.0,32.0,2.13452,90.2293,28.4453,3.0,31.0,200.0,5172.0,1.57392
306,56.074,1.54132,0.0,2.33438,-3.10667,3.95209,998.537,0.214943,2.0,28.7078,137.349,0.0,500.0,8410.5,91760.6,4.0,47.0,21.0,32.0,5.24315,90.2398,28.4466,7.0,31.0,200.0,5214.0,1.54132
307,91.0654,0.0,0.0,2.33292,-3.035,3.95063,999.786,-0.0352567,0.6,0.0,157.0,0.0,0.0,8230.18,91416.6,5.0,47.0,21.0,32.0,0.020749,90.2496,28.4479,0.0,31.0,-1.0,5187.0,0.0
308,270.338,0.0,0.0,2.33146,-3.075,3.94917,1001.03,-0.0598017,0.8,0.0,157.0,0.0,0.0,7885.76,91082.4,5.0,47.0,21.0,32.0,0.0215925,90.2597,28.4492,0.0,31.0,-1.0,5187.0,0.0
309,185.485,0.0,0.0,2.18879,-17.98,3.95698,1133.89,-0.063955,133.2,0.0,102.186,0.0,7386.64,19272.9,121511.0,6.0,0.0,0.0,0.0,3.95914,90.31890000000001,28.1673,5.0,31.0,-1.0,6469.0,0.0
310,237.805,0.0,0.0,2.1931,-18.38,3.95679,1130.12,-0.032835,72.4,0.0,157.0,0.0,7040.06,18775.0,120540.0,6.0,0.0,0.0,0.0,4.80178,90.3172,28.1761,6.0,31.0,-1.0,6512.0,0.0
311,188.255,0.0,0.0,2.19741,-18.7,3.95658,1126.31,-0.0495533,38.8,0.0,102.68,0.0,6823.67,18291.8,119570.0,6.0,0.0,0.0,0.0,17.2112,90.3156,28.1849,23.0,31.0,-1.0,6538.0,0.0
312,224.069,0.0,0.0,2.20173,-18.4867,3.95637,1122.47,-0.0320933,14.8,0.0,157.0,0.0,6750.0,17823.7,118600.0,6.0,0.0,0.0,0.0,4.75109,90.3143,28.1937,7.0,31.0,-1.0,6499.0,0.0
313,228.217,0.0,0.0,2.20606,-18.4183,3.95616,1118.59,-0.04133,7.6,0.0,157.0,0.0,6823.67,17375.0,117631.0,6.0,0.0,0.0,0.0,6.41545,90.3126,28.2026,9.0,31.0,-1.0,6550.0,0.0
314,279.229,0.0,0.0,2.21041,-17.2433,3.95594,1114.68,-0.0454683,0.2,0.0,157.0,0.0,7040.06,16969.5,116662.0,6.0,0.0,0.0,0.0,6.23791,90.3113,28.2117,8.0,31.0,-1.0,6356.0,0.0
315,230.022,0.0,0.188643,2.21476,-17.7217,3.95571,1110.75,-0.0520467,0.2,0.0,157.0,0.0640356,7386.64,16421.1,115694.0,6.0,0.0,0.0,0.0,19.5422,90.3097,28.2205,29.0,31.0,-1.0,6617.0,0.188643
316,275.82,0.0,0.188643,2.21912,-17.76,3.95547,1106.78,-0.05748,1.0,0.0,157.0,0.0,7766.109999999999,15874.7,114726.0,6.0,0.0,0.0,0.0,23.0889,90.3081,28.229,34.0,31.0,-1.0,6516.0,0.188643
317,294.278,0.0,0.0539898,2.22349,-17.0217,3.95523,1102.79,-0.0563467,1.0,0.0,157.0,0.0,7766.109999999999,15372.1,113759.0,6.0,0.0,0.0,0.0,28.1684,90.3068,28.2382,45.0,31.0,-1.0,6529.0,0.0539898
318,321.563,0.0,0.386474,2.22787,-16.0433,3.95499,1098.77,-0.0462067,1.0,0.0,157.0,0.0464701,7893.83,14919.3,112792.0,6.0,0.0,0.0,0.0,14.8126,90.3051,28.247,20.0,31.0,-1.0,6434.0,0.386474
319,232.391,0.0,0.555306,2.23226,-14.61,3.95473,1094.73,-0.0493433,1.0,0.0,157.0,0.0,7504.17,14519.9,111826.0,6.0,0.0,0.0,0.0,7.22966,90.3035,28.2558,10.0,31.0,-1.0,6134.0,0.555306
320,299.926,0.0,0.555306,2.23666,-13.6233,3.95447,1090.67,-0.0493633,1.8,0.0,157.0,0.160089,7057.8,14092.4,110860.0,6.0,0.0,0.0,0.0,12.6495,90.30220000000001,28.2646,22.0,31.0,-1.0,6271.0,0.555306
321,85.4538,0.0,1.11974,2.24106,-12.7383,3.95421,1086.59,-0.0387283,3.2,1.24302,102.19,0.265317,6731.46,13717.6,109895.0,7.0,0.0,0.0,0.0,32.1621,90.3006,28.2735,42.0,31.0,-1.0,6001.0,1.11974
322,48.4571,0.0,1.69182,2.24547,-11.355,3.95394,1082.49,0.04166,1.2,5.04781,122.526,0.0697051,6543.13,13400.6,108931.0,7.0,80.0,8.0,12.0,41.189,90.29920000000001,28.2823,79.0,31.0,-1.0,5814.0,1.69182
323,271.249,0.0,1.96603,2.24988,-9.73167,3.95366,1078.38,0.0779067,1.6,12.893,122.108,0.210196,6500.0,13146.0,107968.0,4.0,80.0,8.0,12.0,11.0479,90.2976,28.2914,22.0,31.0,161.0,5715.0,1.96603
324,216.133,0.0,1.96603,2.2543,-8.51833,3.95338,1074.25,0.119185,2.2,11.6956,134.059,0.116175,6543.13,12957.8,107005.0,4.0,80.0,8.0,12.0,8.95607,90.296,28.2999,15.0,22.0,172.0,5668.0,1.96603
325,105.746,0.0,2.09007,2.25873,-7.865,3.95309,1070.11,0.131407,3.4,12.0048,129.246,0.0,6731.46,12841.6,106042.0,4.0,47.0,21.0,32.0,6.18893,90.2947,28.3087,9.0,22.0,176.0,5690.0,2.09007
326,319.113,1.74252,1.6493,2.26316,-6.52333,3.95279,1065.96,0.166602,3.2,17.5988,124.299,0.0,7057.8,12812.0,105081.0,4.0,47.0,21.0,32.0,11.5952,90.293,28.3179,18.0,22.0,189.0,5518.0,1.74252
327,3.56087,1.74252,1.71281,2.2676,-5.79333,3.95249,1061.8,0.213823,1.8,27.0208,124.832,0.0,6731.46,12920.2,104120.0,4.0,47.0,21.0,32.0,1.63649,90.2914,28.3267,3.0,22.0,200.0,5423.0,1.74252
328,325.607,1.64368,1.71281,2.27204,-5.23833,3.95218,1057.64,0.2196,3.2,25.0422,127.135,0.0,5900.21,13056.8,103160.0,4.0,47.0,21.0,32.0,2.13425,90.2901,28.3352,3.0,22.0,200.0,5396.0,1.71281
329,306.665,1.67447,1.72655,2.27649,-4.94167,3.95187,1053.47,0.242383,1.2,22.5877,128.512,0.0,5129.57,12678.1,102201.0,4.0,47.0,21.0,32.0,2.2583,90.28850000000001,28.3443,3.0,22.0,200.0,5373.0,1.72655
330,30.3228,1.69177,1.81553,2.28094,-4.635,3.95155,1049.3,0.21146,2.4,21.3652,125.213,0.0,4451.12,12114.9,101242.0,4.0,47.0,21.0,32.0,2.05636,90.28680000000001,28.3532,3.0,22.0,200.0,5348.0,1.81553
331,95.5553,1.69177,1.81505,2.28539,-4.42667,3.95123,1045.14,0.158417,4.0,22.5538,129.829,0.0,3913.12,11491.5,100285.0,4.0,47.0,21.0,32.0,1.32297,90.28550000000001,28.362,2.0,22.0,200.0,5327.0,1.81505
332,36.5224,1.724,1.81505,2.28984,-4.30667,3.9509,1040.98,0.192202,4.2,25.9717,128.577,0.0,3579.46,10916.0,99327.7,4.0,47.0,21.0,32.0,1.36089,90.2839,28.3708,2.0,22.0,200.0,5316.0,1.81505
333,86.6495,1.77646,0.0,2.2943,-4.095,3.95057,1036.83,0.20951,1.2,27.5572,128.071,0.0,3288.24,10471.0,98371.7,4.0,47.0,21.0,32.0,3.48029,90.2823,28.3796,4.0,22.0,200.0,5298.0,1.77646
334,215.887,1.59944,1.9053,2.29876,-3.895,3.95023,1032.68,0.166763,5.0,24.3351,124.954,0.0,3259.6,9852.53,97416.6,4.0,47.0,21.0,32.0,7.16576,90.281,28.3884,10.0,22.0,200.0,5257.0,1.9053
335,325.197,1.59944,0.0,2.30322,-3.70833,3.94988,1028.55,0.157282,1.8,23.0356,122.713,0.0,3482.1,9302.73,96462.4,4.0,47.0,21.0,32.0,1.42936,90.2793,28.3976,4.0,22.0,200.0,5257.0,1.59944
336,352.015,1.64166,0.0,2.30769,-3.54167,3.94953,1024.43,0.176287,2.2,24.4637,126.695,0.0,3952.85,8803.149999999998,95509.2,4.0,47.0,21.0,32.0,4.15842,90.2777,28.4061,5.0,22.0,200.0,5222.0,1.64166
337,216.353,1.55422,0.0,2.31215,-3.34833,3.94918,1020.33,0.244528,1.2,38.4072,120.739,0.0,3179.82,8375.21,94556.9,4.0,47.0,21.0,32.0,0.90577,90.2764,28.4149,1.0,22.0,200.0,5215.0,1.55422
338,230.291,1.6305,0.0,2.31661,-3.33167,3.94882,1014.37,0.292392,1.4,42.2727,122.699,0.0,2260.55,8007.609999999999,93605.6,4.0,47.0,21.0,32.0,1.86103,90.2747,28.4241,3.0,31.0,200.0,5210.0,1.6305
339,225.768,1.6305,0.0,2.32108,-3.39667,3.94845,1010.31,0.278903,0.4,30.7819,129.415,0.0,1422.92,7792.8,92655.3,4.0,47.0,21.0,32.0,2.74921,90.27310000000001,28.4329,4.0,31.0,200.0,5222.0,1.6305
340,241.7,1.61924,0.0,2.32554,-3.73167,3.94808,1006.27,0.181718,0.8,14.8388,124.962,0.0,790.5689999999998,7507.779999999999,91706.1,4.0,47.0,21.0,32.0,18.4346,90.27180000000001,28.4414,29.0,31.0,196.0,5298.0,1.61924
341,319.973,1.52551,0.0,2.33,-3.925,3.9477,1002.26,0.161918,2.4,29.9571,125.69,0.0,500.0,7331.06,90757.9,4.0,0.0,0.0,0.0,5.9894,90.2702,28.4505,8.0,31.0,200.0,5230.0,1.52551
342,91.6747,1.31139,0.0,1.78968,-1.45667,3.82245,1818.18,0.41432,1.2,44.9068,99.2064,0.160089,8634.86,8864.88,155364.0,4.0,47.0,22.0,31.0,40.1377,91.5498,27.9226,60.0,11.0,80.0,4455.0,1.31139
343,24.9714,1.33209,0.0,1.7895,-0.725,3.82157,1821.74,0.481177,2.4,69.8554,107.935,0.0,8508.95,7893.87,155413.0,2.0,47.0,22.0,31.0,15.9744,91.5596,27.9239,23.0,11.0,140.0,4372.0,1.33209
344,0.508999,1.24362,0.0,1.79333,-3.32,3.82407,1803.7,0.0387333,0.2,21.0228,113.457,0.258238,7400.0,10719.9,154268.0,7.0,0.0,0.0,0.0,15.182,91.5279,27.9291,19.0,11.0,-1.0,4910.0,1.24362
345,17.1822,0.0,0.0,1.79318,-1.94667,3.82319,1807.13,0.287023,0.6,44.5879,102.508,0.160089,7467.279999999999,9721.82,154316.0,4.0,47.0,21.0,32.0,17.4794,91.538,27.9304,24.0,11.0,-1.0,4629.0,0.0
346,66.9171,1.2044,0.0,1.79302,-0.853333,3.82231,1809.95,0.426248,4.8,63.5497,110.162,0.1925,7665.569999999999,8724.25,154371.0,4.0,47.0,22.0,31.0,53.3368,91.5481,27.9318,107.0,11.0,116.0,4399.0,1.2044
347,82.11119999999998,1.14315,0.0,1.79285,0.146667,3.82143,1813.47,0.442058,1.2,64.8952,111.207,0.230392,7582.29,7727.45,154430.0,4.0,44.0,14.0,42.0,1.89195,91.5583,27.9327,3.0,11.0,160.0,4138.0,1.14315
348,128.038,0.0,0.0,1.4888,24.4333,3.71537,2651.99,0.57257,6.6,277.961,94.0238,0.0,63268.9,84312.3,274168.0,1.0,57.0,25.0,18.0,0.448069,92.1486,26.8805,1.0,11.0,200.0,174.0,0.0
349,334.369,0.0,0.0,1.48761,24.4367,3.71396,2656.77,0.650082,3.4,364.532,133.398,0.272696,62271.7,84404.19999999998,274181.0,1.0,57.0,25.0,18.0,4.03275,92.1587,26.8815,6.0,11.0,200.0,178.0,0.0
350,172.444,0.0,0.0,1.48642,24.4017,3.71254,2661.55,0.481313,3.6,336.918,86.8797,0.115784,61274.5,84507.8,274197.0,1.0,57.0,25.0,18.0,0.960068,92.1688,26.8828,1.0,11.0,200.0,176.0,0.0
351,235.689,0.0,0.0,1.48523,24.25,3.71112,2666.32,0.787022,6.0,445.691,163.369,0.161862,60277.5,84623.1,274217.0,2.0,57.0,25.0,18.0,1.41913,92.1786,26.8838,5.0,11.0,200.0,185.0,0.0
352,104.551,0.0,0.0,1.48404,24.1117,3.70969,2671.09,0.726567,3.4,399.904,152.407,0.22857,59280.5,84750.0,274239.0,1.0,57.0,25.0,18.0,1.7057,92.1891,26.8851,3.0,11.0,200.0,197.0,0.0
353,158.801,0.0,0.0,1.48285,23.9333,3.70825,2675.85,0.649212,3.0,380.138,123.925,0.210196,58283.7,84888.5,274266.0,2.0,57.0,25.0,18.0,2.63287,92.1989,26.8861,4.0,11.0,200.0,209.0,0.0
354,96.68490000000001,0.0,0.0,1.48167,24.0267,3.70681,2680.61,0.639343,2.2,406.671,134.686,0.151306,57286.9,85038.6,274295.0,1.0,57.0,25.0,18.0,1.31178,92.2087,26.8874,2.0,11.0,200.0,212.0,0.0
355,158.889,0.0,0.0,1.48048,24.0733,3.70536,2685.36,0.73293,1.0,391.877,140.966,0.35,56290.3,85200.1,274329.0,2.0,57.0,25.0,18.0,1.31666,92.2191,26.8883,2.0,11.0,200.0,186.0,0.0
356,251.179,0.0,0.0,1.47929,24.125,3.7039,2690.1,0.647488,1.2,354.342,112.467,0.0697051,55293.8,85373.1,274340.0,1.0,57.0,25.0,18.0,1.61853,92.2289,26.8896,3.0,11.0,200.0,194.0,0.0
357,98.2426,0.0,0.0,1.4781,24.1817,3.70244,2694.84,0.697663,1.4,396.459,121.028,0.274036,54297.5,85557.39999999998,274334.0,2.0,57.0,25.0,18.0,5.89612,92.2391,26.8906,7.0,11.0,200.0,191.0,0.0
358,146.376,0.0,0.0,1.47691,24.1883,3.70098,2699.57,0.62656,4.8,472.746,120.696,0.0,53301.2,85752.89999999998,274332.0,1.0,57.0,25.0,18.0,1.42556,92.2492,26.8919,2.0,11.0,200.0,198.0,0.0
359,172.702,0.0,0.0,1.47572,24.1067,3.6995,2704.29,0.68393,2.8,532.307,133.794,0.0,52305.2,85959.69999999998,274333.0,1.0,57.0,25.0,18.0,0.95987,92.259,26.8929,2.0,11.0,200.0,204.0,0.0
360,146.443,0.0,0.0,1.47453,24.02,3.69802,2708.99,0.674098,0.4,521.509,135.902,0.0,51309.2,86177.5,274337.0,1.0,57.0,25.0,18.0,1.4248,92.2691,26.8942,2.0,11.0,200.0,195.0,0.0
361,82.5625,0.0,0.0,1.47334,24.1383,3.69654,2713.69,0.635438,2.4,477.014,149.078,0.0,50313.5,86406.39999999998,274345.0,1.0,57.0,25.0,18.0,1.57691,92.2792,26.8952,2.0,11.0,200.0,180.0,0.0
362,191.227,0.0,0.0,1.46262,24.1517,3.68503,2755.31,0.649028,6.0,502.591,120.982,0.0,41361.1,87767.39999999998,274562.0,1.0,57.0,25.0,18.0,1.01159,92.3697,26.9057,2.0,11.0,200.0,193.0,0.0
363,191.018,0.0,0.0,1.46143,24.1917,3.68345,2759.84,0.65806,5.6,492.476,120.386,0.0697051,40367.8,87958.1,274603.0,1.0,57.0,25.0,18.0,1.01148,92.3795,26.9066,2.0,11.0,200.0,199.0,0.0
364,217.232,0.0,0.0,1.46023,24.2133,3.68187,2764.36,0.637025,5.2,502.399,125.984,0.116175,39374.8,88159.69999999998,274647.0,1.0,57.0,25.0,18.0,0.449717,92.3893,26.9079,1.0,11.0,200.0,202.0,0.0
365,217.592,0.0,0.0,1.45904,24.1883,3.68028,2768.85,0.63015,6.0,322.989,84.8542,0.0,38382.1,88372.1,274694.0,1.0,57.0,25.0,18.0,0.451566,92.39980000000001,26.9089,1.0,11.0,200.0,204.0,0.0
366,154.445,0.0,0.0,1.45784,24.2183,3.67867,2773.32,0.598168,7.6,459.151,121.67,0.0,37389.9,88595.3,274745.0,1.0,57.0,25.0,18.0,1.01043,92.4096,26.9102,2.0,11.0,200.0,201.0,0.0
367,173.01,0.0,0.0,1.45664,24.12,3.67706,2777.76,0.661353,5.6,364.491,110.684,0.0,36398.1,88829.19999999998,274799.0,1.0,57.0,25.0,18.0,0.639894,92.4197,26.9112,1.0,11.0,200.0,202.0,0.0
368,116.641,0.0,0.0,1.45545,24.0733,3.67544,2782.18,0.621468,5.4,301.301,79.577,0.116175,35406.7,89073.69999999998,274856.0,1.0,57.0,25.0,18.0,1.14528,92.4298,26.9125,2.0,11.0,200.0,200.0,0.0
369,158.765,0.0,0.0,1.49018,24.28,3.71647,2650.97,0.683147,6.4,561.691,166.225,0.160089,63221.0,83316.0,273202.0,1.0,57.0,25.0,18.0,16.6489,92.1473,26.8893,29.0,11.0,200.0,221.0,0.0
370,184.048,0.0,0.0,1.48899,24.3067,3.71506,2655.78,0.786088,4.4,476.641,177.605,0.023235,62222.9,83409.0,273215.0,2.0,57.0,25.0,18.0,17.1075,92.1574,26.8906,25.0,11.0,194.0,215.0,0.0
371,262.503,0.0,0.0,1.4878,24.27,3.71365,2660.59,0.63686,2.2,426.023,145.576,0.199579,61224.9,83513.8,273231.0,1.0,57.0,25.0,18.0,0.319039,92.1675,26.8916,3.0,11.0,200.0,191.0,0.0
372,124.875,0.0,0.0,1.48662,24.0,3.71223,2665.4,0.7897,4.6,564.148,158.003,0.0,60227.0,83630.5,273250.0,2.0,57.0,25.0,18.0,16.6191,92.1773,26.8929,25.0,11.0,196.0,225.0,0.0
373,205.738,0.0,0.0,1.48543,23.565,3.71081,2670.2,0.802957,0.4,572.751,148.534,0.0,59229.2,83759.0,273273.0,2.0,57.0,25.0,18.0,15.3046,92.1878,26.8942,26.0,11.0,200.0,220.0,0.0
374,187.949,0.0,0.0,1.48424,23.4383,3.70938,2675.0,0.799392,1.6,547.205,157.324,0.0,58231.4,83899.1,273300.0,2.0,57.0,25.0,18.0,18.5775,92.1976,26.8952,33.0,11.0,200.0,294.0,0.0
375,28.3295,0.0,0.0,1.48305,23.625,3.70794,2679.79,0.811112,1.6,551.116,153.279,0.0,57233.7,84051.0,273329.0,2.0,57.0,25.0,18.0,19.3404,92.2074,26.8965,28.0,11.0,200.0,290.0,0.0
376,194.113,0.0,0.0,1.48186,23.7183,3.7065,2684.57,0.802645,4.2,581.1,150.96,0.0,56236.1,84214.39999999998,273362.0,2.0,57.0,25.0,18.0,19.2058,92.2178,26.8975,32.0,11.0,200.0,233.0,0.0
377,172.821,0.0,0.0,1.48067,23.8317,3.70505,2689.35,0.693085,0.6,540.506,138.874,0.307849,55238.6,84389.39999999998,273390.0,2.0,57.0,25.0,18.0,2.55724,92.2276,26.8988,5.0,11.0,200.0,215.0,0.0
378,158.712,0.0,0.0,1.47949,23.85,3.7036,2694.12,0.732285,2.2,555.277,134.725,0.214236,54241.2,84575.8,273384.0,1.0,57.0,25.0,18.0,1.31822,92.2378,26.8998,2.0,11.0,200.0,218.0,0.0
379,235.815,0.0,0.0,1.4783,23.795,3.70214,2698.89,0.613028,3.2,462.376,144.261,0.230392,53243.9,84773.6,273382.0,1.0,57.0,25.0,18.0,2.84086,92.2479,26.9011,4.0,11.0,200.0,215.0,0.0
380,55.8513,0.0,0.0,1.47711,23.805,3.70067,2703.64,0.68878,1.0,547.222,127.999,0.250175,52246.6,84982.69999999998,273382.0,1.0,57.0,25.0,18.0,0.710734,92.2577,26.9021,1.0,11.0,200.0,224.0,0.0
381,185.607,0.0,0.0,1.47592,23.6933,3.6992,2708.38,0.706833,1.8,569.421,130.982,0.186018,51249.5,85203.1,273387.0,1.0,57.0,25.0,18.0,4.26076,92.2678,26.9034,5.0,11.0,199.0,216.0,0.0
382,193.714,0.0,0.0,1.47473,23.8517,3.69772,2713.12,0.709698,0.0,541.437,134.602,0.179536,50252.5,85434.6,273394.0,2.0,57.0,25.0,18.0,16.3515,92.2779,26.9044,25.0,11.0,200.0,213.0,0.0
383,198.979,0.0,0.0,1.47354,24.0,3.69623,2717.84,0.708385,1.8,555.133,134.0,0.1925,49255.6,85648.3,273405.0,2.0,57.0,25.0,18.0,0.714599,92.2877,26.9057,3.0,11.0,200.0,178.0,0.0
384,154.504,0.0,0.0,1.47235,24.0583,3.69473,2722.55,0.631033,0.8,372.56,107.963,0.0,48258.9,85750.39999999998,273419.0,1.0,57.0,25.0,18.0,2.01875,92.2979,26.9066,3.0,11.0,200.0,190.0,0.0
385,146.762,0.0,0.0,1.47116,24.1167,3.69323,2727.24,0.615185,0.2,337.142,101.926,0.116175,47262.3,85864.0,273437.0,1.0,57.0,25.0,18.0,0.71022,92.308,26.9079,1.0,11.0,200.0,190.0,0.0
386,139.366,0.0,0.0,1.46997,24.0867,3.69172,2731.92,0.6047,3.2,410.459,130.001,0.0,46265.8,85989.1,273458.0,1.0,57.0,25.0,18.0,1.14654,92.3181,26.9089,2.0,11.0,200.0,194.0,0.0
387,55.8021,0.0,0.0,1.46878,24.1617,3.69021,2736.59,0.667587,2.0,507.816,118.921,0.0,45269.5,86125.6,273482.0,1.0,57.0,25.0,18.0,1.41901,92.3279,26.9102,2.0,11.0,200.0,191.0,0.0
388,253.083,0.0,0.0,1.46759,24.08,3.68868,2741.24,0.644783,2.6,395.345,106.533,0.0,44273.4,86273.5,273509.0,1.0,57.0,25.0,18.0,1.92842,92.338,26.9112,4.0,11.0,200.0,187.0,0.0
389,236.111,0.0,0.0,1.4664,24.0917,3.68715,2745.88,0.579622,4.0,320.041,82.3319,0.0,43277.4,86432.8,273540.0,1.0,57.0,25.0,18.0,0.715424,92.3482,26.9125,1.0,11.0,200.0,188.0,0.0
390,254.419,0.0,0.0,1.46521,24.0683,3.68774,2750.49,0.6721,3.6,516.84,127.599,0.0,42281.7,86603.3,273574.0,1.0,57.0,25.0,18.0,4.47193,92.358,26.9135,5.0,11.0,200.0,195.0,0.0
391,199.08,0.0,0.0,1.46401,24.04,3.68628,2755.09,0.66671,7.8,506.789,128.897,0.0,41286.1,86784.89999999998,273612.0,1.0,57.0,25.0,18.0,1.42878,92.3684,26.9148,2.0,11.0,200.0,205.0,0.0
392,186.488,0.0,0.0,1.46282,24.055,3.68471,2759.66,0.661898,7.6,510.08,124.485,0.0,40290.8,86977.69999999998,273652.0,1.0,57.0,25.0,18.0,1.3185,92.3782,26.9158,2.0,11.0,200.0,211.0,0.0
393,235.919,0.0,0.0,1.46162,24.0883,3.68313,2764.22,0.665777,4.6,508.28,118.892,0.0697051,39295.7,87181.6,273696.0,1.0,57.0,25.0,18.0,1.4218,92.388,26.9171,2.0,11.0,200.0,217.0,0.0
394,154.445,0.0,0.0,1.46043,24.01,3.68154,2768.75,0.652343,5.8,347.888,92.7623,0.230392,38300.9,87396.39999999998,273744.0,4.0,57.0,25.0,18.0,1.01051,92.39850000000001,26.9181,1.0,11.0,200.0,215.0,0.0
395,172.893,0.0,0.0,1.45923,23.9267,3.67995,2773.26,0.670767,9.4,513.14,130.772,0.0,37306.3,87622.1,273795.0,1.0,57.0,25.0,18.0,0.959645,92.4083,26.9194,1.0,11.0,200.0,218.0,0.0
396,199.144,0.0,0.0,1.45804,23.9717,3.67834,2777.75,0.645348,7.2,343.721,112.608,0.0,36312.1,87858.6,273849.0,1.0,57.0,25.0,18.0,0.714908,92.4184,26.9204,1.0,11.0,200.0,217.0,0.0
